Course Name,Course Description,Course University,Course University Tag,Course Link,Course Provider,Course Duration,Course Pricing
Spanish for Beginners 1: Meeting and Greeting,"Learn how to greet people, and talk about where you live and what you do in the first of six Spanish for Beginners courses.",The Open University,tou,/course/spanish-for-beginners-1-6661,FutureLearn,"4 hours a week, 4 weeks long",Free Online Course (Audit)
In the Night Sky: Orion,"Explore the night sky, discover how stars are formed and find out about exoplanets, all through the constellation of Orion.",The Open University,tou,/course/orion-2832,FutureLearn,"3 hours a week, 4 weeks long",Free Online Course (Audit)
Managing My Investments,Gain the skills to manage your investments. Find out how to analyse portfolio risk and plan your pension.,The Open University,tou,/course/futurelearn-managing-my-investments-3313,FutureLearn,"3 hours a week, 6 weeks long",Free Online Course (Audit)
The Lottery of Birth,"Birth is a lottery. Where, when and to whom you are born and the society into which you are born will influence your life chances.",The Open University,tou,/course/futurelearn-the-lottery-of-birth-3691,FutureLearn,"3 hours a week, 4 weeks long",Free Online Course (Audit)
Basic Science: Understanding Numbers,This course explains how you can use numbers to describe the natural world and make sense of everything from atoms to oceans.,The Open University,tou,/course/futurelearn-basic-science-understanding-numbers-2219,FutureLearn,"3 hours a week, 4 weeks long",Free Online Course (Audit)
Spanish for Beginners 2: People and Places,"Learn how to describe people and what they wear, and talk about your family and home in the second Spanish for Beginners course.",The Open University,tou,/course/spanish-for-beginners-2-6662,FutureLearn,"4 hours a week, 4 weeks long",Free Online Course (Audit)
Italian for Beginners 2: My Friends and Family,"Learn how to introduce people, exchange information about them and talk about your family.",The Open University,tou,/course/italian-for-beginners-2-6832,FutureLearn,"4 hours a week, 4 weeks long",Free Online Course (Audit)
Smart Cities,"Explore the role of technology and data in cities, and learn how you can participate in the creation of smart cities.",The Open University,tou,/course/smart-cities-3846,FutureLearn,"3 hours a week, 6 weeks long",Free Online Course (Audit)
Italian for Beginners 4: Likes And Dislikes,"In the fourth Italian for Beginners course, learn to talk about your likes, dislikes and preferences.",The Open University,tou,/course/italian-for-beginners-4-6834,FutureLearn,"4 hours a week, 4 weeks long",Free Online Course (Audit)
The Business of Film,"Explore the intriguing world of film production and find out about the complexities of development, distribution and finance.",The Open University,tou,/course/business-of-film-4088,FutureLearn,"3 hours a week, 6 weeks long",Free Online Course (Audit)
Finance Fundamentals: Investment Theory and Practice,"Look at the investment choices open to you, and the risks and returns of each. Start managing your financial future effectively",The Open University,tou,/course/investment-theory-and-practice-6395,FutureLearn,"3 hours a week, 4 weeks long",Free Online Course (Audit)
"Italian for Beginners 1: Meeting, Greeting and Eating","Learn how to order food and drink, greet people, and introduce yourself, in this first Italian for Beginners course.",The Open University,tou,/course/italian-for-beginners-1-6831,FutureLearn,"4 hours a week, 4 weeks long",Free Online Course (Audit)
Basic Science: Understanding Experiments,"Get an introduction to science-based skills through simple, exciting, hands-on physics, chemistry and biology experiments.",The Open University,tou,/course/futurelearn-basic-science-understanding-experiments-2127,FutureLearn,4 weeks long,Free Online Course (Audit)
Italian for Beginners 5: Time To Travel,"In the fifth Italian for Beginners course, learn to ask for information on trains and buy train tickets.",The Open University,tou,/course/italian-for-beginners-5-6835,FutureLearn,"4 hours a week, 4 weeks long",Free Online Course (Audit)
The Science of Nuclear Energy,"Discover the science behind nuclear energy and its role in energy provision in the past, present and future.",The Open University,tou,/course/the-science-of-nuclear-energy-3636,FutureLearn,"3 hours a week, 4 weeks long",Free Online Course (Audit)
Talk the Talk: How to Give a Great Presentation,This hands-on course will give you the skills and knowledge you need to create and deliver confident presentations and speeches.,The Open University,tou,/course/futurelearn-talk-the-talk-how-to-give-a-great-presentation-2120,FutureLearn,6 weeks long,Free Online Course (Audit)
Make Change Happen,"Understand how power dynamics, collaboration, opportunity and action can tackle injustice and bring positive change.",The Open University,tou,/course/make-change-happen-11886,FutureLearn,"3 hours a week, 8 weeks long",Free Online Course (Audit)
Management and Leadership: Leading a Team,Develop a business plan and build a team with with this online course from The Open University and CMI.,The Open University,tou,/course/leading-a-team-6385,FutureLearn,"3 hours a week, 4 weeks long",Free Online Course (Audit)
Business Fundamentals: Project Management,"Gain the basic skills to manage all phases of project lifecycles effectively, using the most appropriate methods and tools.",The Open University,tou,/course/project-management-6386,FutureLearn,"3 hours a week, 4 weeks long",Free Online Course (Audit)
Business Fundamentals: Effective Communication,"Gain a practical grounding in communication to boost your personal effectiveness, save you time and reduce your stress levels.",The Open University,tou,/course/effective-communication-6389,FutureLearn,"3 hours a week, 4 weeks long",Free Online Course (Audit)
Bookkeeping for Personal and Business Accounting,Learn how to balance your books and develop the skills to manage finances in personal and business environments.,The Open University,tou,/course/bookkeeping-financial-accounting-8437,FutureLearn,"3 hours a week, 4 weeks long",Free Online Course (Audit)
Business Fundamentals: Effective Networking,Learn how to build and sustain your network to enhance your professional relationships and open up career opportunities.,The Open University,tou,/course/effective-networking-6388,FutureLearn,"3 hours a week, 4 weeks long",Free Online Course (Audit)
Business Fundamentals: Customer Engagement,Learn how to design business and marketing activities to engage customers through relationships instead of one-off sales.,The Open University,tou,/course/customer-engagement-6387,FutureLearn,"3 hours a week, 4 weeks long",Free Online Course (Audit)
Finance Fundamentals: Financial Planning and Budgeting,With household budgets feeling the pinch this course shows how to bring order to your finances and make good financial decisions.,The Open University,tou,/course/personal-financial-planning-and-budgeting-6394,FutureLearn,"3 hours a week, 4 weeks long",Free Online Course (Audit)
